20140101	000000	32.6587000	35.2448000	32.6587000	35.2448000	0
20140201	000000	35.1800000	36.0501000	34.6044000	36.0501000	0
20140301	000000	36.1847000	36.6505000	35.4494000	35.6871000	0
20140401	000000	35.6053000	36.0813000	35.0240000	35.6983000	0
20140501	000000	35.7227000	35.8381000	34.0771000	34.7352000	0
20140601	000000	34.8887000	35.1398000	33.6306000	33.6306000	0
20140701	000000	33.8434000	35.7271000	33.8353000	35.7271000	0
20140801	000000	35.4438000	36.9316000	35.4438000	36.9316000	0
20140901	000000	37.2945000	39.3866000	36.8038000	39.3866000	0
20141001	000000	39.3836000	43.3943000	39.3836000	43.3943000	0
20141101	000000	41.9627000	49.3220000	41.9627000	49.3220000	0
20141201	000000	51.8068000	67.7851000	50.7678000	56.2584000	0
20150101	000000	56.2376000	68.9291000	56.2376000	68.9291000	0
20150201	000000	69.6640000	69.6640000	60.7109000	61.2718000	0
20150301	000000	62.2248000	62.6797000	56.4271000	58.4643000	0
20150401	000000	57.6500000	58.3536000	49.6749000	51.7029000	0
20150501	000000	51.1388000	52.9716000	49.1777000	52.9716000	0
20150601	000000	52.8213000	56.2463000	52.8213000	55.5240000	0
20150701	000000	55.8413000	60.2231000	55.4756000	58.9906000	0
20150801	000000	60.3458000	70.7465000	60.3458000	66.4779000	0
20150901	000000	66.7152000	68.7932000	65.3495000	66.2367000	0
20151001	000000	65.7364000	65.9414000	61.1535000	64.3742000	0
20151101	000000	63.7993000	66.6343000	63.3991000	66.2393000	0
20151201	000000	66.7370000	72.8827000	66.2584000	72.8827000	0
20160101	000000	72.9299000	83.5913000	72.9299000	75.1723000	0
20160201	000000	76.3264000	79.4951000	75.0903000	75.0903000	0
20160301	000000	75.8994000	75.8994000	67.6076000	67.6076000	0
20160401	000000	67.8552000	68.8901000	64.3334000	64.3334000	0
20160501	000000	66.1718000	67.0493000	64.5138000	66.0825000	0
20160601	000000	66.6156000	66.8529000	63.7162000	64.2575000	0
20160701	000000	64.0165000	67.0512000	62.9891000	67.0512000	0
20160801	000000	65.9553000	66.8816000	63.5487000	64.9072000	0
20160901	000000	65.2535000	65.8684000	63.1581000	63.1581000	0
20161001	000000	63.3960000	63.3960000	62.0480000	62.9037000	0
20161101	000000	63.2174000	65.8591000	63.2025000	64.9449000	0
20161201	000000	65.2382000	65.2382000	60.2730000	60.6569000	0
20170101	000000	59.8961000	60.3196000	59.1489000	60.1618000	0
20170201	000000	60.0851000	60.3099000	56.7719000	57.9371000	0
20170301	000000	57.9627000	59.2174000	56.3779000	56.3779000	0
20170401	000000	55.9606000	57.3896000	55.8453000	56.9838000	0
20170501	000000	56.9518000	58.5382000	56.0701000	56.5168000	0
20170601	000000	56.6876000	60.1482000	56.5373000	59.0855000	0
20170701	000000	59.3862000	60.7397000	58.9325000	59.5436000	0
20170801	000000	60.0633000	60.7503000	58.5320000	58.7306000	0
20170901	000000	58.5454000	58.5454000	56.9966000	58.0169000	0
20171001	000000	57.8134000	58.3151000	57.0861000	57.8716000	0
20171101	000000	58.1179000	60.2490000	58.0869000	58.3311000	0
20171201	000000	58.5814000	59.2948000	57.4544000	57.6002000	0
20180101	000000	57.0463000	57.0463000	55.8288000	56.2914000	0
